id,LoanNr_ChkDgt,Name,City,State,Bank,BankState,ApprovalDate,ApprovalFY,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,Accept
716cae1538b,1460215001,WILLOW VARIETY & CHINESE FOOD,PHILADELPHIA,PA,CITIZENS BANK NATL ASSOC,RI,19-Sep-05,2005,2,1.0,0,2,0,1,N,N,31-Oct-05,"$43,000.00 ",$0.00 ,1
26d22265fcc,1463225010,LASTING TAN & NAILS,PITTSBURGH,PA,CITIZENS BANK NATL ASSOC,RI,20-Sep-05,2005,3,1.0,0,3,0,1,N,N,30-Sep-05,"$10,661.00 ",$0.00 ,0
d752904af21,7322504008,Y 2 D R INC,MIDDLETOWN,PA,CITIZENS BANK NATL ASSOC,RI,1-Apr-04,2004,3,1.0,0,3,1,1,Y,N,30-Apr-04,"$118,762.00 ",$0.00 ,1
58170093fb7,3504394004,"BERRIAN LAUNDRY SERVICE,INC.",PHILADELPHIA,PA,WILMINGTON TRUST NATL ASSOC,DE,30-Dec-99,2000,3,1.0,0,0,1,1,N,N,31-May-00,"$185,000.00 ",$0.00 ,1
4e7a6ee1752,3765684006,JUST PERFECT! CREATIVE GIFTS I,JENKINTOWN,PA,"TD BANK, NATIONAL ASSOCIATION",DE,31-May-00,2000,2,1.0,2,4,1,1,0,N,30-Jun-00,"$93,000.00 ",$0.00 ,1
0d2b47699e1,1458385007,"YERAN, INC.",ERIE,PA,CITIZENS BANK NATL ASSOC,RI,16-Sep-05,2005,4,1.0,0,4,0,1,N,N,30-Sep-05,"$39,783.00 ",$0.00 ,1
a94977ac08a,3794434000,"DELAWARE VALLEY QLTY MEATS, IN",ASTON,PA,CITIZENS BANK OF PENNSYLVANIA,PA,16-Jun-00,2000,2,2.0,0,0,1,1,0,Y,31-Jul-00,"$65,000.00 ",$0.00 ,1
966dcedc97d,1529566007,KIM'S ASHBORNE CLEANERS,CHELTONHAM,PA,BROADWAY NATIONAL BANK,TX,29-Mar-06,2006,2,1.0,0,2,1,1,Y,N,30-Apr-06,"$22,714.00 ",$0.00 ,1
42c1076edbf,7755703008,SAKKIO JAPAN,PITTSBURGH,PA,BNY MELLON NATL ASSOC,PA,4-Nov-94,1995,7,1.0,0,0,1,0,N,N,31-Jan-95,"$85,000.00 ",$0.00 ,1
217103b924b,4106543004,LITTLE FOLKS,MERCER,PA,THE HUNTINGTON NATIONAL BANK,PA,23-May-90,1990,1,1.0,0,0,1,0,N,N,31-Jul-90,"$50,000.00 ",$0.00 ,1
de1eb970e44,5228874008,JOHN D ALLEN LL,YORK,PA,CITIZENS BANK NATL ASSOC,RI,21-Feb-02,2002,1,1.0,0,1,1,1,0,N,31-Mar-02,"$15,000.00 ",$0.00 ,1
a8fb6061164,4513474000,"PENN STATE SPECIAL METALS, LLC",KOPPEL,PA,REGIONAL DEVEL FUNDING CORP,PA,15-May-01,2001,30,2.0,4,17,1,1,N,N,14-Sep-01,"$722,000.00 ",$0.00 ,1
6bdacb69b28,7964344010,ROMAX ENVIRONMENT HEALTH & SAF,GREENSBURG,PA,CITIZENS BANK NATL ASSOC,RI,20-Oct-04,2005,3,1.0,0,3,1,1,Y,N,30-Nov-04,"$2,000.00 ",$0.00 ,0
dd82574758b,6969994000,DOLLAR $MART,PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,26-Nov-03,2004,5,2.0,5,1,1,1,Y,N,29-Feb-04,"$46,680.00 ",$0.00 ,1
a4dbe89ab60,4410994000,EDDYLEON CHOCOLATE CO INC SHWO,MOOSIC,PA,"BUSINESS LOAN CENTER, LLC",SC,30-Mar-01,2001,70,1.0,0,70,1,1,0,N,30-Apr-01,"$1,500,000.00 ",$0.00 ,1
50a2f1fe519,6571754009,KEYSTONE SCHOOL SERVICES INC,TELFORD,PA,UNIVEST BANK AND TRUST CO.,PA,8-Aug-03,2003,3,1.0,0,3,1,1,Y,N,31-Aug-03,"$614,800.00 ",$0.00 ,1
6617b72df74,7148114002,THE JOHN GUALTIERI HOMESELLING,AMBLER,PA,CITIZENS BANK NATL ASSOC,RI,30-Jan-04,2004,6,1.0,0,6,1,1,Y,N,31-Mar-04,"$149,545.00 ",$0.00 ,0
5130a3b40e0,2871544009,"IQ KIDS, INC",AUDUBON,PA,ROYAL BANK AMERICA,PA,2-Apr-99,1999,5,1.0,0,0,1,0,N,N,31-May-99,"$157,000.00 ",$0.00 ,1
ad7d91ebb68,6567424001,YORK ADAMS PAIN SPECIALISTS PC,HANOVER,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,7-Aug-03,2003,9,2.0,0,0,1,2,N,N,31-Mar-04,"$357,999.00 ",$0.00 ,1
fc1b332b796,3450783000,"BLUE/WHITE VIDEO, INC.","CHESTER SPRINGS,",PA,WELLS FARGO BANK NATL ASSOC,SD,30-May-89,1989,2,2.0,0,0,88407,0,N,N,31-Jul-89,"$300,000.00 ",$0.00 ,1
a46ddbb77d4,1348405010,Susan L. Bevan,Harrisburg,PA,METRO BANK,PA,22-Jun-05,2005,0,1.0,0,0,1,2,N,N,31-Jul-05,"$110,000.00 ",$0.00 ,1
6fc5fd8bc6f,3637705001,"JBL Consultants, Inc.",ELKINS PARK,PA,SANTANDER BANK NATL ASSOC,DE,17-Sep-09,2009,1,1.0,6,7,0,1,T,N,1-Oct-09,"$50,500.00 ",$0.00 ,1
a2f5305f3a2,7292894007,PHOENIX MASSAGE THERAPY,AMBLER,PA,CITIZENS BANK NATL ASSOC,RI,24-Mar-04,2004,1,1.0,0,1,1,1,T,N,31-May-04,"$59,784.00 ",$0.00 ,1
b2365ef8b85,9367403009,DON DAHMS AUTO SALES,POTTSTOWN,PA,SANTANDER BANK NATL ASSOC,PA,26-Jun-96,1996,2,1.0,0,0,1,0,N,Y,31-Jul-96,"$70,000.00 ",$0.00 ,1
f75f13f1d3e,1171905000,FRANCISCO FABIAN,READING,PA,CITIZENS BANK NATL ASSOC,RI,27-Jan-05,2005,2,1.0,0,2,1,1,Y,N,31-Mar-06,"$44,740.00 ",$0.00 ,0
445f89cdd70,1856045005,Fixture One Corporation,PHILADELPHIA,PA,CITIZENS BANK NATL ASSOC,RI,5-Jun-06,2006,50,1.0,0,50,0,1,Y,N,30-Jun-06,"$122,336.00 ",$0.00 ,0
213220fdbac,2574175005,"G & S VENTURES, INC. DBA PLATI",PITTSBURGH,PA,CITIZENS BANK NATL ASSOC,RI,16-Jul-07,2007,4,1.0,0,4,0,1,Y,N,,"$1,000.00 ",$0.00 ,0
74d5e2e69e5,1844025002,Home Scape,Hamburg,PA,MANUFACTURERS & TRADERS TR CO,NY,30-May-06,2006,3,1.0,0,3,0,1,Y,N,30-Jun-06,"$62,621.00 ",$0.00 ,0
5011f82283a,7369594010,NEXT LEVEL CUSTOM CAR AUDIO,GREENSBURG,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,20-Apr-04,2004,1,1.0,1,1,1,1,0,N,30-Apr-04,"$58,000.00 ",$0.00 ,1
72ccfebf1e7,3879255000,"DATA BLUEPRINTS, LLC",PITTSBURGH,PA,CITIZENS BANK OF PENNSYLVANIA,PA,29-Jan-10,2010,1,1.0,0,1,0,2,N,N,1-Mar-10,"$15,000.00 ",$0.00 ,1
194a63974e1,1621075009,VINA'S GROCERY,PHILADELPHIA,PA,CITIZENS BANK NATL ASSOC,RI,19-Jan-06,2006,6,2.0,3,9,0,1,N,N,28-Feb-06,"$55,000.00 ",$0.00 ,1
318a3145347,6682404001,CONSORTIUM CLINICAL RESEARCH L,RIDLEY PARK,PA,CITIZENS BANK NATL ASSOC,RI,12-Sep-03,2003,4,1.0,0,4,1,1,Y,N,31-Jan-04,"$106,124.00 ",$0.00 ,0
1dccb76e626,6226414000,COMPLETE CONSTRUCTION SERVICES,HOLLIDAYSBURG,PA,FIRST COMMONWEALTH BANK,PA,4-Apr-03,2003,5,1.0,1,1,1,1,N,N,31-May-03,"$54,995.00 ",$0.00 ,0
1b210e7666b,7187963006,J. MOLYNEAUX MARBLE & GRANTITE,MEDIA,PA,WELLS FARGO BANK NATL ASSOC,SD,24-Jun-94,1994,2,1.0,0,0,1,0,N,Y,31-Jul-94,"$85,000.00 ",$0.00 ,1
350a5c62d83,3115035004,"SKYTECH INTERNATIONAL, INC",PHILADELPHIA,PA,CITIZENS BANK OF PENNSYLVANIA,PA,5-Jun-08,2008,4,1.0,0,4,0,1,N,N,30-Jun-08,"$75,000.00 ",$0.00 ,1
a13a633728f,8853653004,"RICHBORO ATLANTA, INC.",IVYLAND,PA,"READYCAP LENDING, LLC",CA,2-Dec-95,1996,5,1.0,0,0,1,0,0,N,31-Jan-96,"$455,000.00 ",$0.00 ,1
91a78f31dcc,3727354000,"HAIR & NAIL COMPANY, INC",PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,5-May-00,2000,4,2.0,0,0,1,1,0,Y,30-Jun-00,"$27,000.00 ",$0.00 ,1
aeef134ad3a,5822004008,MCKEEVER'S TAVERN & RESTAURANT,PHILADELPHIA,PA,BANK OF AMERICA NATL ASSOC,RI,30-Oct-02,2003,13,1.0,0,13,1,1,0,N,31-Dec-02,"$66,700.00 ",$0.00 ,1
904ade56f4e,2557435009,"GRAU & CO,. LLC",STEWARTSTOWN,PA,CITIZENS BANK NATL ASSOC,RI,6-Jul-07,2007,3,2.0,0,3,0,1,Y,N,31-Jul-08,"$20,000.00 ",$0.00 ,1
35fff0a3eec,8812123002,QUALLICONE INC,FEASTERVILLE,PA,WELLS FARGO BANK NATL ASSOC,SD,20-Nov-95,1996,3,2.0,0,0,1,0,N,Y,31-Jan-96,"$96,000.00 ",$0.00 ,1
deadd47c012,4585885000,INFINITY WEB & SOFTWARE SERVIC,PHILADELPHIA,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,16-Mar-11,2011,3,1.0,3,3,0,1,N,N,1-Oct-11,"$50,000.00 ",$0.00 ,1
4b6d0c5d838,7276794001,THE CHIROPRATIC HAVEN,SHEFFIELD,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,18-Mar-04,2004,2,1.0,0,2,1,2,Y,N,31-May-04,"$10,500.00 ",$0.00 ,1
d854bbbac4c,5210983001,CRAFTON-INGRAM SAVE-A-LOT,PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,23-Oct-92,1993,35,2.0,0,0,1,0,N,N,31-Jan-93,"$390,000.00 ",$0.00 ,1
341588ff6de,5943434004,PRISM POWDER COATING SERVICES,CREIGHTON (TOWNSHIP NAME EAST,PA,CITIZENS BANK NATL ASSOC,RI,13-Dec-02,2003,2,1.0,0,2,1,1,Y,N,28-Feb-03,"$5,000.00 ",$0.00 ,1
9fb0d9fa67e,2733225005,KARINA'S RISTORANTE ITALIANO,PHILADELPHIA,PA,CITIZENS BANK OF PENNSYLVANIA,PA,28-Sep-07,2007,4,1.0,0,4,0,1,Y,N,31-Dec-07,"$24,471.00 ",$0.00 ,0
9fc8db82480,7318014000,W G TUCKER & ASSOCIATES INC,PITTSBURGH,PA,ENTERPRISE BANK,PA,31-Mar-04,2004,7,1.0,3,4,1,0,0,N,30-Apr-04,"$150,000.00 ",$0.00 ,0
1296f810bca,2310166005,JUST DOGS! BARKERY INC,WASHINGTON,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,8-Aug-06,2006,15,1.0,4,15,1,1,0,N,31-Aug-06,"$60,000.00 ",$0.00 ,0
a77757fe392,4521253008,B & B EXCAVATING SERVICE CO,FREELAND,PA,CITIZENS BANK NATL ASSOC,RI,15-Jul-91,1991,4,1.0,0,0,1,0,N,N,31-Oct-91,"$150,000.00 ",$0.00 ,1
94118ea0883,6457364006,CHAMBERSBURG CHIROPRACTIC,CHAMBERSBURG,PA,SUSQUEHANNA BANK,PA,1-Jul-03,2003,6,2.0,0,0,1,2,N,N,31-Aug-03,"$375,000.00 ",$0.00 ,1
e6e192781be,2922565001,DE NOVO PITTSBURGH CHIROPRACTI,PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,25-Jan-08,2008,2,2.0,2,4,0,1,N,N,30-Apr-08,"$38,000.00 ",$0.00 ,1
e7d61921052,1084244009,"217 CHELTEN ENTERPRISES, INC.",PHILADELPHIA,PA,WELLS FARGO BANK NATL ASSOC,PA,1-Apr-97,1997,21,2.0,0,0,1,0,N,N,25-Feb-98,"$450,000.00 ",$0.00 ,1
daa592a798c,1289365010,Shannon Hathaway,White Oak,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,2-May-05,2005,3,1.0,0,3,1,1,N,N,30-Jun-05,"$40,500.00 ",$0.00 ,0
9c1449d539b,3839474006,"SWISS BAKERY SHOPPE, LTD.",PHILADELPHIA,PA,GE CAP. SMALL BUS. FINAN CORP,TX,14-Jul-00,2000,30,1.0,0,30,1,1,0,N,31-Aug-00,"$440,000.00 ",$0.00 ,1
6cc6d663fb4,3091165002,VICTOR H SANTILLAN MD,TYRONE,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,14-May-08,2008,2,2.0,2,2,0,1,N,N,31-May-08,"$30,000.00 ",$0.00 ,1
289c72f4506,5541674003,PAUL V AND ANITA M SHIELDS,THREE SPRINGS,PA,FIRST COMMONWEALTH BANK,PA,18-Jul-02,2002,2,1.0,0,2,1,1,0,N,31-Aug-02,"$41,500.00 ",$0.00 ,1
779ffb84e56,1497675003,"P & T Kaz, Inc.",Oley,PA,NATIONAL PENN BANK,PA,13-Oct-05,2006,1,2.0,12,1,0,1,Y,N,31-Oct-05,"$96,700.00 ",$0.00 ,1
b0bc0108794,4873224010,WALTER A SCHMIDT INC,SOUDERTON,PA,GE CAP. SMALL BUS. FINAN CORP,TX,30-Aug-01,2001,128,1.0,0,128,1,1,0,N,31-Oct-01,"$950,000.00 ",$0.00 ,0
73f2cd1ae06,5980204004,MOTORCARS OF NORTH HAMPTON INC,GIBSONIA,PA,BANK OF AMERICA NATL ASSOC,RI,30-Dec-02,2003,3,1.0,0,3,1,1,Y,N,30-Apr-03,"$40,000.00 ",$0.00 ,0
77716cff45c,9139084003,SPECIALTY LIFE CARE SERVICES,WINDBER,PA,SOMERSET TRUST COMPANY,PA,30-Sep-05,2005,15,1.0,0,0,1,1,N,N,30-Nov-05,"$1,485,000.00 ",$0.00 ,0
7fc41ee0bc2,7345894001,"M.W. SEIFRIT PAVING, INC",REINHOLDS,PA,NATIONAL PENN BANK,PA,12-Apr-04,2004,3,2.0,0,0,1,1,0,Y,30-Jun-04,"$90,000.00 ",$0.00 ,1
3b50eb78d58,7251684007,TAME YOUR MANE,EAST FREEDOM,PA,FIRST COMMONWEALTH BANK,PA,10-Mar-04,2004,8,1.0,1,2,1,1,0,N,31-Mar-04,"$25,000.00 ",$0.00 ,1
25bcf538a28,6743354004,FIORELLINI INC,YORK,PA,MANUFACTURERS & TRADERS TR CO,NY,30-Sep-03,2003,6,1.0,2,8,1,1,0,N,31-Oct-03,"$180,000.00 ",$0.00 ,1
78558a0d9c7,5458864000,SUNOCO,PENN HILLS,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,12-Jun-02,2002,3,2.0,3,3,1,1,0,N,30-Apr-05,"$250,000.00 ",$0.00 ,1
cbd9e3b3665,2429264005,"VANTAGE ONE DESIGN, INC.",CANONSBURG,PA,WASHINGTON FINANCIAL BANK,PA,30-Oct-98,1999,4,1.0,0,0,1,0,0,Y,30-Nov-98,"$80,000.00 ",$0.00 ,1
81b7c07e8e6,8877943002,SUNRISE FOODMART,CANADENSIS,PA,UNITY BANK,NJ,11-Dec-95,1996,3,2.0,0,0,1,0,0,N,31-Jan-96,"$150,000.00 ",$0.00 ,0
2b1e47d884d,4658723008,INTERNATIONAL COMM.DIVING INST,WEST LAWN,PA,NATIONAL PENN BANK,PA,18-Dec-91,1992,1,2.0,0,0,1,0,N,N,31-Jan-92,"$30,000.00 ",$0.00 ,1
a34b6d55d62,3861414006,MOUNTAIN SHADOWS HOME & GARDEN,SOUTH WILLIAMSPORT,PA,FIRST NATL BK OF PENNSYLVANIA,PA,28-Jul-00,2000,6,2.0,0,0,1,1,N,N,30-Sep-00,"$695,000.00 ",$0.00 ,0
cefa189409b,3062096002,SIZZLES TANS II LLC AND KATHY,GROVE CITY,PA,FIRST NATL BK OF PENNSYLVANIA,PA,9-Nov-07,2008,4,1.0,0,4,1,2,0,N,30-Nov-07,"$45,000.00 ",$0.00 ,1
498176f42c7,1745414010,JUDY'S ARTS N' BLOOMS,LEHIGHTON,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,17-Dec-97,1998,1,2.0,0,0,1,0,Y,N,31-Jan-98,"$15,000.00 ",$0.00 ,1
8502d4f4d52,8868314006,TEA COUNTRY LLC,PHILADELPHIA,PA,BBCN BANK,CA,18-May-05,2005,3,2.0,1,3,1,1,0,N,31-May-05,"$15,000.00 ",$0.00 ,1
1d196450433,3347776009,"MCHUGH TRUCKING, LLC",PINE GROVE,PA,VIST BANK,PA,23-Jul-08,2008,3,1.0,0,3,1,0,0,R,31-Oct-08,"$25,000.00 ",$0.00 ,1
40edd5fd170,2949844006,"SURVIVE THE DRIVE, LLC",HAVERTOWN,PA,SANTANDER BANK NATL ASSOC,DE,19-May-99,1999,2,2.0,0,0,1,0,N,N,30-Jun-99,"$100,000.00 ",$0.00 ,0
e302ef69636,4695403005,"SHORELINE CONSTRUCTION CO, INC",ERIE,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,28-Jan-92,1992,20,1.0,0,0,1,0,N,N,31-Jan-92,"$465,000.00 ",$0.00 ,1
035dad2233d,2391094006,INSIDE TRACK SPEED CENTER,REYNOLDSVILLE,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,15-Oct-98,1999,1,2.0,0,0,1,0,N,Y,30-Nov-98,"$37,650.00 ",$0.00 ,1
75b139142e8,5784124007,KROHMALY'S PRINTING INCORPORAT,PITTSBURGH,PA,CITIZENS BANK NATL ASSOC,RI,17-Oct-02,2003,4,1.0,0,4,1,1,Y,N,30-Apr-03,"$103,121.00 ",$0.00 ,1
f98fb00170f,2919925001,Greg Ulrich & Sons Landscaping,ROBESONIA,PA,SANTANDER BANK NATL ASSOC,DE,24-Jan-08,2008,7,1.0,3,7,0,1,N,N,29-Feb-08,"$69,800.00 ",$0.00 ,0
c7b0ba06576,2763416000,BARSHAK RESTAURANT INC,BLUE BELL,PA,CONTINENTAL BANK,PA,19-Apr-07,2007,16,1.0,2,16,1,1,N,N,30-Apr-07,"$165,000.00 ",$0.00 ,1
e61ce51101a,5525334006,PUROFIRST OF CONESTOGA VALLEY,WILLOW STREET,PA,MANUFACTURERS & TRADERS TR CO,MD,12-Jul-02,2002,26,1.0,5,3,67430,1,Y,N,31-Aug-02,"$482,889.00 ",$0.00 ,1
a95366c5db8,1877693008,GREAT AMERICAN FOOD FACTORY,CANONSBURG,PA,CITIZENS BANK OF PENNSYLVANIA,PA,27-Apr-84,1984,17,2.0,0,0,0,0,N,N,10-May-84,"$204,301.00 ",$0.00 ,0
4a3a83d3085,1923554010,CHRISTINA SCHMELER,PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,23-Mar-98,1998,3,1.0,0,0,1,0,N,Y,31-May-98,"$85,000.00 ",$0.00 ,1
7974a52ad60,4783834001,GREASE MONKEY,DOYLESTOWN,PA,SANTANDER BANK NATL ASSOC,DE,7-Aug-01,2001,13,1.0,0,0,1,1,0,N,31-Aug-01,"$360,000.00 ",$0.00 ,1
b2c0b53dbc5,9695123007,"NATURAL NAILS, INC.",YORK,PA,CENTRIC BANK,PA,25-Oct-96,1997,5,2.0,0,0,1,0,N,Y,30-Nov-96,"$21,000.00 ",$0.00 ,1
4cca0caecb7,6685984006,"T & H CUSTOM BENEERS, INC.",WILLIAMPORT,PA,FIRST NATL BK OF PENNSYLVANIA,PA,15-Sep-03,2003,5,0.0,0,0,1,1,T,N,31-Oct-03,"$500,000.00 ",$0.00 ,1
90a787dfd5b,4598255009,"Let George Labant Do It, Inc.",Cross fork,PA,CITIZENS & NORTHERN BANK,PA,24-Mar-11,2011,3,1.0,1,3,0,2,N,N,1-Apr-11,"$87,000.00 ",$0.00 ,1
de547dc526b,6912154005,FAMILY MATTERS,CLIFTON HEIGHTS (RR NAME CLIFT,PA,CITIZENS BANK NATL ASSOC,RI,12-Nov-03,2004,4,1.0,0,4,1,2,0,N,31-Dec-03,"$75,000.00 ",$0.00 ,1
9731236df38,1390685006,"Backiel, Deborah E. D.M.D., P.",PHILADELPHIA,PA,BANK OF AMERICA NATL ASSOC,NC,27-Jul-05,2005,5,1.0,0,5,0,1,Y,N,31-Aug-08,"$100,000.00 ",$0.00 ,1
06ba329582c,5743544008,MARK R DILEONARDO PLUMBING & H,CLIFTON HEIGHTS (RR NAME CLIFT,PA,CITIZENS BANK NATL ASSOC,RI,28-Sep-02,2002,1,1.0,0,1,1,1,Y,N,31-Mar-03,"$68,776.00 ",$0.00 ,1
8e21b444234,1193595004,"JAYNIL, INC.",HIGHSPIRE,PA,CITIZENS BANK OF PENNSYLVANIA,PA,14-Feb-05,2005,4,2.0,0,4,1,1,N,N,30-Sep-05,"$25,000.00 ",$0.00 ,1
9d7aea542d2,1017525006,"J. P. Umlauf , Inc. T/A HobbyT",Whitehall,PA,MANUFACTURERS & TRADERS TR CO,MD,25-Jun-04,2004,6,1.0,0,0,38510,1,N,N,31-Jul-04,"$85,000.00 ",$0.00 ,1
a12b1e3c34d,6188784004,ROBERT GROMAN APPRAISALS,PITTSBURGH,PA,CITIZENS BANK NATL ASSOC,MA,21-Mar-03,2003,6,1.0,0,6,1,1,Y,N,30-Jun-03,"$5,009.00 ",$0.00 ,1
a562fb8602c,6998023005,CEDARS KITCHEN & COUNTRY STORE,CEDARS,PA,UNIVEST BANK AND TRUST CO.,PA,31-May-94,1994,2,2.0,0,0,1,0,N,Y,31-Jul-94,"$100,000.00 ",$0.00 ,1
88df4878bfb,5599314003,SUN MASTER CORPORATION,PHILADELPHIA,PA,SANTANDER BANK NATL ASSOC,DE,8-Aug-02,2002,7,1.0,0,0,1,1,Y,N,31-Mar-03,"$75,000.00 ",$0.00 ,1
707bcf5be0c,4021955002,Urbanfarm LLC,PHILADELPHIA,PA,WILMINGTON SAVINGS FUND SOCIET,DE,12-Apr-10,2010,0,2.0,30,30,0,1,N,N,1-Jun-10,"$450,000.00 ",$0.00 ,1
1d5c203a854,9589094003,MY LEAK PLUMBING & MECHANICAL,PHILADELPHIA,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,6-Jan-06,2006,3,1.0,2,3,1,1,T,N,31-Jan-06,"$194,042.00 ",$0.00 ,1
6a62ca02c3d,7046924008,BB LEASING LLC,HAZLEBROOK (RR NAME HAZLE BROO,PA,"BUSINESS LOAN CENTER, LLC",SC,18-Dec-03,2004,16,1.0,1,17,84319,1,0,N,31-Mar-04,"$1,115,000.00 ",$0.00 ,1
266bbe3615c,1245304005,BASIN STREET HOTEL,KUTZTOWN,PA,MANUFACTURERS & TRADERS TR CO,NY,16-May-97,1997,18,1.0,0,0,1,0,0,N,31-Aug-97,"$362,000.00 ",$0.00 ,1
15e9662656e,7825244004,FESTER PRECISION GRINDING,FORD CITY,PA,CITIZENS BANK NATL ASSOC,RI,20-Sep-04,2004,1,1.0,0,1,1,1,T,N,30-Nov-04,"$20,000.00 ",$0.00 ,1
3f5858f869b,5176564006,MARTINELL MACHINE,MEDIA,PA,CITIZENS BANK NATL ASSOC,RI,25-Jan-02,2002,5,1.0,0,5,1,1,Y,N,28-Feb-02,"$98,992.00 ",$0.00 ,1
44936d47703,2654404006,STITCHES MANUFACTURING INC,HUNTINGDON VALLEY,PA,WELLS FARGO BANK NATL ASSOC,SD,23-Dec-98,1999,2,1.0,0,0,1,0,0,N,28-Feb-99,"$500,000.00 ",$0.00 ,1
699120dec21,4078025006,"Storage Asset Management, Inc",York,PA,MANUFACTURERS & TRADERS TR CO,NY,13-May-10,2010,0,1.0,0,0,0,1,N,N,13-May-10,"$240,000.00 ",$0.00 ,1
999a9cfe8b9,1892454000,CHISOM ELECTRICAL CONTRACTOR I,PHILADELPHIA,PA,WELLS FARGO BANK NATL ASSOC,PA,9-Mar-98,1998,5,1.0,0,0,1,0,Y,N,30-Apr-98,"$100,000.00 ",$0.00 ,1
61f739251a6,4431393000,DELTA COMPUTER SYSTEMS INC,ALTOONA,PA,ALTOONA-BLAIR CNTY DEVEL CORP,PA,18-Apr-91,1991,10,1.0,10,1,1,0,N,N,14-Aug-91,"$126,000.00 ",$0.00 ,1
e65f16dad1f,9966323000,OLD TYMES PIZZA PARLOR AND PUB,WILKES BARRE,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,14-Feb-97,1997,7,1.0,0,0,1,0,N,N,30-Jun-00,"$210,000.00 ",$0.00 ,1
aa0d6e69669,1209005008,"GAMM AIR, INC.",BALA CYNWYD,PA,CITIZENS BANK NATL ASSOC,RI,25-Feb-05,2005,1,2.0,0,1,1,1,N,N,31-Mar-05,"$38,675.00 ",$0.00 ,1
9255d7328a0,9824903002,EAGLE VALLEY PCH,MILESBURG,PA,MANUFACTURERS & TRADERS TR CO,NY,9-Dec-96,1997,5,2.0,0,0,1,0,N,N,28-Feb-97,"$337,681.00 ",$0.00 ,1
a1fefbefafd,8377173000,VICTORY BREWING COMPANY,DOWINGTON,PA,"READYCAP LENDING, LLC",CA,30-May-95,1995,5,1.0,0,0,1,0,N,N,31-Oct-95,"$500,000.00 ",$0.00 ,1
72199bf266c,8916444005,UNIMART,BEAR CREEK,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,9-Jun-05,2005,1,1.0,6,1,1,1,0,N,30-Jun-05,"$375,000.00 ",$0.00 ,1
58d2302adeb,4887534010,SCHAEFFER'S FAMILY RESTAURANT,BOYERTOWN,PA,NATIONAL PENN BANK,PA,6-Sep-01,2001,30,1.0,30,30,1,1,0,N,31-Oct-01,"$550,000.00 ",$0.00 ,1
cf0c1ac144c,2193783004,RAX RESTAURANT,KITTANNING,PA,REGIONAL DEVEL FUNDING CORP,PA,20-Mar-85,1985,4,2.0,0,0,0,0,N,N,5-Mar-86,"$172,000.00 ",$0.00 ,1
746284c154c,3286454010,"SHADES OF AFRICA, INC.",BRISTOL,PA,FIRST SERV BANK A DIVISION OF,PA,21-Oct-99,2000,5,1.0,0,0,1,1,N,N,31-Mar-00,"$30,000.00 ",$0.00 ,1
5493b7369d0,4956213006,"CONCERNED CARE, INC.",PITTSBURGH,PA,BNY MELLON NATL ASSOC,PA,3-Aug-92,1992,2,1.0,0,0,1,0,N,N,31-Oct-92,"$65,000.00 ",$0.00 ,1
697eb0bedaa,8538793000,I AM WELDING SERVICES,LIBRARY,PA,FIRST NATL BK OF PENNSYLVANIA,PA,25-Jul-95,1995,5,1.0,0,0,1,0,N,Y,31-Jul-95,"$50,000.00 ",$0.00 ,1
f8f40101795,3503453000,CALIFORNIA PRECISION MACH.INC.,CALIFORNIA,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,11-Aug-89,1989,1,2.0,0,0,1,0,N,N,31-Oct-89,"$115,000.00 ",$0.00 ,1
be1173fa4d4,5809243009,"AMERICAN BASEBALL CAP, INC.",MEDIA,PA,SANTANDER BANK NATL ASSOC,MA,28-Jul-93,1993,20,1.0,0,0,1,0,N,N,31-Oct-93,"$353,000.00 ",$0.00 ,1
f77aaa4bcb8,5650134004,"KIRK NAUGLE, LLC",SHIPPENSBURG,PA,FIRST NATL BK OF PENNSYLVANIA,PA,28-Aug-02,2002,9,2.0,0,0,1,2,0,Y,30-Sep-02,"$32,500.00 ",$0.00 ,1
